"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","relation.1"
"GSM301374","Circadian time 44 Liver_CT44","GSM301374","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301374/suppl/GSM301374.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301375","Circadian time 45 Liver_CT45","GSM301375","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301375/suppl/GSM301375.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301376","Circadian time 46 Liver_CT46","GSM301376","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301376/suppl/GSM301376.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301377","Circadian time 47 Liver_CT47","GSM301377","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301377/suppl/GSM301377.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301378","Circadian time 48 Liver_CT48","GSM301378","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301378/suppl/GSM301378.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301379","Circadian time 49 Liver_CT49","GSM301379","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301379/suppl/GSM301379.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301380","Circadian time 50 Liver_CT50","GSM301380","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301380/suppl/GSM301380.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301381","Circadian time 51 Liver_CT51","GSM301381","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301381/suppl/GSM301381.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301382","Circadian time 52 Liver_CT52","GSM301382","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301382/suppl/GSM301382.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301383","Circadian time 53 Liver_CT53","GSM301383","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301383/suppl/GSM301383.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301384","Circadian time 54 Liver_CT54","GSM301384","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301384/suppl/GSM301384.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301385","Circadian time 55 Liver_CT55","GSM301385","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301385/suppl/GSM301385.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301386","Circadian time 56 Liver_CT56","GSM301386","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301386/suppl/GSM301386.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301387","Circadian time 57 Liver_CT57","GSM301387","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301387/suppl/GSM301387.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301388","Circadian time 58 Liver_CT58","GSM301388","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301388/suppl/GSM301388.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
"GSM301389","Circadian time 59 Liver_CT59","GSM301389","Public on Oct 03 2008","Jun 27 2008","Aug 28 2018","RNA","1","Liver","Mus musculus","adult, male C57Bl/6J","Mice were house in light-tight chambers and entrained to a 12 hours light, 12 hours dark environment before being released into constant darkness.","total RNA","Mice were euthanized in the dark and liver samples were quickly excised.","biotin","Second-strand cDNA synthesis was followed by in vitro transcription for linear amplification of each transcript and incorporation of biotinylated CTP and UTP.","10090","The cRNA products were fragmented to 200 nucleotides or less, heated at 99 degrees C for 5 min and hybridized for 16 h at 45 degrees C. The microarrays were then washed at low (6X SSPE) and high (100mM MES, 0.1M NaCl) stringency and stained with streptavidin-phycoerythrin. Fluorescence was amplified by adding biotinylated anti-streptavidin and an additional aliquot of streptavidin-phycoerythrin stain.","A confocal scanner was used to collect fluorescence signal at 3um resolution after excitation at 570 nm. The average signal from two sequential scans was calculated for each microarray feature.","n/a","Affymetrix Microarray Suite 5.0 was used to quantitate expression levels for targeted genes; default values provided by Affymetrix were applied to all analysis parameters. Border pixels were removed, and the average intensity of pixels within the 75th percentile was computed for each probe. The average of the lowest 2% of probe intensities occurring in each of 16 microarray sectors was set as background and subtracted from all features in that sector. Probe pairs were scored positive or negative for detection of the targeted sequence by comparing signals from the perfect match and mismatch probe features.","GPL1261","Michael,,Hughes","michael.evan.hughes@gmail.com","UPenn","421 Curie Bvd, Brb 835","Philadelphia","PA","19104","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM301nnn/GSM301389/suppl/GSM301389.CEL.gz","45101","Reanalyzed by: GSE28622","Reanalyzed by: GSE119085"
